island,대분류,중분류,소분류,Question,Answer
제도,인문·사회 환경,주요 산업 및 경제,특산물,제도에서 나는 대표적인 특산물은 뭐야?,"제도에서 생산되는 굴이 맛이 좋아 많은 수요에 힘입어 굴 생산을 많이 하였으나, 현재는 노령화와 굴 가격의 하락 등으로 굴양식을 하지 않는다."
제도,인문·사회 환경,공공 및 편의시설,주요 시설,제도 안에 학교나 병원이 있어?,"병원은 없고, 제도보건진료소가 제도해안길 65에 있다. 학교는 1946년 화정국민학교 제도분교가 개교하여 1969년 제도국민학교로 승격하였으나 1995년 3월 폐교하였다."
제도,역사와 문화,역사적 연혁,역사,제도의 역사에 대해 시대순으로 설명해 줘.,"1896년 돌산군이 설립되기 전까지는 남원부 순천군에 속하였다가 돌산군이 설립되면서 화개면으로 속하게 되었다. 1914년 돌산군이 폐군되면서 옥정면과 통합되어 화정면 제도리로 개편이 되었다. 초지가 좋아 백야도, 개도와 같이 말을 사육하던 곳으로 지금도 마장산(馬場山)이 있다."
제도,역사와 문화,역사적 연혁,문헌 기록,옛날 문헌이나 지도에 제도에 대한 기록이 남아있어?,"1454년 『단종실록』에 ‘제리도’에 관한 기사가 있으며, (단종 2년) 1월 8일 ‘의정부에서 하급 기관인 병조가 올린 공문(呈文)에 의거하여 아뢰기를, “제리도 목장(濟里島牧場)은 돌산만호(突山萬戶)가, 송도목장(松島牧場)은 내례만호(內禮萬戶)가 관리하는 땅이니, 청컨대 감목(監牧)을 겸임하게 하소서.” 하니 그대로 따랐다.’라는 기록이 있다. 지금도 제도에는 제리도목장의 성터가 남아있고, 제도보건진료소 뒤편에 말들이 물을 먹었던 ‘몰음지’라는 연못이 남아있다.
 『신증동국여지승람』, 『동국여지지』, 『여지도서』, 『대동지지』에는 모두 “제리도는 백야곶의 동쪽에 있다.”라고 기록되어 있다. 「순천부지도」에는 ‘절리도(切里島)’로 표기되어 있다."
제도,역사와 문화,유적 및 유물,대표 문화유산,제도의 가장 대표적인 문화유산은 뭐야?,제리도목장성
제도,역사와 문화,대표 인물 및 설화,관련 인물,제도와 관련된 역사적 인물이 있어?,"임태진 면장은 1879년 11월 16일 여수군 화정면 제도리에서 태어나 부친을 일찍 여의고 홀어머니와 백야리로 이사하여 성장하였다. 한문서당과 돌산향교에서 학문을 닦고 1905년 10월 29일 돌산군 옥정면 영수원으로 공직에 입문하여 1908년 7월 7일 옥정면장, 1920년 5월 1일 옥정어업조합장, 1921년 2월 4일 여수군 화정면 제3대 면장으로 역임하면서 탁월한 능력으로 후세교육, 농촌개량, 산림녹화사업 등 많은 일을 하다가 재직 중인 1927년 9월 17일 지병으로 사망하였다. 임태진 기념비가 제도에 세워져 있다.
"
제도,역사와 문화,대표 인물 및 설화,전설/설화,제도에 전해져 내려오는 전설이나 옛날이야기를 해줘.,"제리도는 풍수로 볼 적에 본래 제비혈이어서 제비섬으로 불렸으며 그래서 이곳에서 태어난 사람은 지지배배 말을 잘하며, 오죽하면 벙어리도 3년 제리도에 살면 말을 한다는 설도 있다.
마장산이라는 산에 새참을 나르기가 시집살이 보다 힘이 든다는 가파른 골짜기 시집골과 새색시의 방처럼 장롱과 옷걸이가 있다는 각시굴의 아름다운 전설이 전해온다."
제도,생활과 민속,신앙 및 의례,전통 풍습,제도에서 전통적으로 내려오는 마을 제사나 풍습이 있어?,"적금마을은 매년 음력 1월 14일부터 15일까지 주민 모두가 합심하여 정성으로 지내는 마을 공동 제사를 지낸다. 이를 ‘당산제’, ‘당제’, ‘산제’ 모신다고 한다. 오래전에는 당산제를 정월 초하룻날 자정에 모셨으나, 설날에 가족들과 함께하지 못하는 등 여러 가지 번거로운 일들이 많아 마을회의를 통해 정월 열나흗날로 변경하였다. 예전에는 제를 모시고 아침이 되어서야 마을에 내려왔으나 저녁 7시경에 올라가 제를 모시고, 밤 8시 쯤에 내려온다."
제도,주요 자원 및 현황,관광 자원,추천 여행지,제도로 여행 가면 꼭 가봐야 할 곳 3곳만 추천해 줘.,"금굴, 제도 전망공원"
제도,주요 자원 및 현황,당면 과제,현안,제도가 현재 겪고 있는 가장 큰 어려움은 뭐야?,노령화와 인구감소
월호도,섬의 개요,기본 정보,이름 유래,월호도라는 이름은 어디서 유래했어?,주변 섬들 사이에서 다리 역할을 한다하여 ‘다리도(多里島)’라 불렸다는 설과 마을 앞 해변이 반달처럼 둥글어서 ‘다리섬’이라 하였다고 유래가 전한다. 고어 ‘달’은 둥근 산을 의미하는데 둥그렇게 생긴 길마산의 모양에서 유래된 이름으로 추정된다.
월호도,섬의 개요,기본 정보,이름 유래,월호도는 왜 월호도라고 불리게 된 거야?,월호도는 크고 작은 섬들이 동서남북으로 둘러싸여 있어 마치 해안이 밝은 달처럼 둥글고 물이 맑다 하여 ‘달 월(月)’자와 ‘호수 호(湖)’자를 써 ‘월호(月湖)’라 하였다. 
월호도,섬의 개요,기본 정보,행정구역,월호도의 행정구역상 주소는 어떻게 돼?,여수시 화정면 월호리
월호도,섬의 개요,기본 정보,면적,월호도의 전체 면적은 얼마야?,1.529㎢
월호도,섬의 개요,지리적 위치,위치,월호도의 지리적 위치에 대해 설명해 줘.,월호도는 화정면의 남서쪽 끝에 위치해 남면과 경계를 이루고 사방으로 크고 작은 섬들이 에워싸고 있어 태풍에도 영향을 받지 않는 천혜의 황금어장이었다. 
월호도,섬의 개요,지리적 위치,주변 환경,월호도 주변에는 어떤 섬들이 있어?,"인근에 서쪽에 개도, 서북쪽에 자봉도, 동북쪽에 화태도, 동쪽에 나발도, 남서쪽에 대두라도, 소두라도가 있다. 부속무인도서로 북동쪽에 딴여(등대섬)가 있다."
월호도,섬의 개요,지리적 위치,주변 환경,월호도에서 가장 가까운 육지는 어디야?,여수시 돌산읍 신복리
월호도,섬의 개요,교통 및 접근성,선박 정보,월호도에 들어가려면 어떻게 해야 해?,돌산 군내항을 출항하여 화태도의 독정항이나 월전항을 경유하는 신아해운의 한려3호를 타고 들어갈 수 있다.
월호도,섬의 개요,교통 및 접근성,선박 정보,여수에서 월호도로 가는 배편 정보를 알려줘.,"돌산 군내항에서 오전 7시 15분, 9시 20분, 오후 12시 20분, 3시 30분에 출발하거나, 
화태도 독정항에서 오전 7시 40분, 10시 5분, 4시 15분에 출발, 월전항에서 오전 9시 50분, 오후 4시에 출발"
월호도,섬의 개요,교통 및 접근성,소요 시간,월호도까지 배로 얼마나 걸려?,"돌산 군내항에서는 20분 정도 걸리고 화태도 독정항에서는 5분, 월전항에서는 20분 정도 소요된다."
월호도,섬의 개요,교통 및 접근성,섬 내 교통,월호도 내의 주요 교통수단은 뭐야?,"월호도는 섬 내에서 주로  오토바이나 전동차, 자동차 등을 이용한다."
월호도,자연환경,지형 및 지질,지형 특징,월호도의 지형적 특징은 뭐야?,길마산을 중심으로 사방으로 뻗어 있는 산릉이 바다와 경계를 이루어 드나듦이 복잡한 해안선을 형성하고 있다. 대부분 모래해안을 이루지만 서쪽에는 암석해안이 형성되어 있다.
월호도,자연환경,지형 및 지질,최고점,월호도에서 가장 높은 곳은 어디야?,길마산(해발 150m)
월호도,자연환경,지형 및 지질,해안선,월호도의 해안선은 어떤 특징을 가지고 있어?,"리아스식 해안으로 만과 곶이 잘 발달되어 있으며 대부분 사빈해안이지만 서쪽에는 암석해안이 형성되어 있다. 해식애와 파식대, 자갈해안, 모래해안 등 다양한 해안지형이 발달하였다. "
월호도,자연환경,생태계,식물상,월호도에는 어떤 식물들이 주로 서식해? 대표적인 식물 군락이 있어?,"월호도에 출현하는 관속식물은 33과 51속 66종, 2변종이 출현하고 있다. 주요 식생은 섬 전체적으로 곰솔군락이고 널리 분포하고 있으며, 부분적으로 낙엽활엽수림인 소사나무군락이 분포하고 있다. 섬의 중앙부를 중심으로 어가와 농경지가 있고 발달해 있으며, 장기간 방치된 휴경지에는 노방잡초군락인 칡군락, 망초군락, 여뀌군락, 억새군락, 환삼덩굴군락, 바랭이군락 등이 출현하였다. "
월호도,자연환경,생태계,동물상,월호도에서 볼 수 있는 동물에는 무엇이 있어?,"인근의 개도와 비슷하며 도롱뇽, 개구리 등 양서파충류, 도마뱀, 쇠살모사 등 파충류, 잠자리 등 곤충류, 왜가리 등 조류, 고라니, 멧돼지 등 포유류가 분포한다."
월호도,자연환경,생태계,해양 생물,월호도 주변 바다의 해양 생태계는 어때? 어떤 어종이 주로 잡혀?,"조간대 암반조사 결과 총 56종이 출현하였으며 해면동물 1종 자포동물 5종, 유형동물 1종, 성구동물 1종, 연체동물 32종, 환형동물 2종, 절지동물 14종, 극피동물 4종으로 구성되어있다. 해조류는 남면 화태리와 유사한 출현종 양상을 보였으며, 갈조류 곰피, 지충이, 괭생이모자반, 톳, 미역, 녹조류 구멍갈파래, 갈파래, 대마디말, 홍조류 마디잘록이, 모로우붉은실, 우뭇가사리, 까막살, 도박, 두갈래분홍치 등이 주로 출현하였다. 해초류는 마을앞 항 안과 섬 남쪽 만에서 거머리말이 다수 확인되었다."
월호도,인문·사회 환경,인구 및 마을,인구 수,현재 월호도에는 몇 명 정도 살고 있어?,월호도는 2021년 1월 기준으로 주민등록상 103세대 192명이 살고 있다.
월호도,인문·사회 환경,인구 및 마을,마을 정보,월호도에 있는 주요 마을 이름과 그 유래를 알려줘.,"월호도에는 큰마을인 월호마을과 비자금마을, 밀징포마을, 글성이마을 등 4개 마을이 있었으나 글성이마을은 1970년대 없어지고 지금은 3개 마을이 있다. 
월호마을은 임진왜란 당시 난을 피하기 위하여 파평윤씨(坡平尹氏)가 돌산도를 거쳐 처음으로 입도하여 정착하였다고 전해오고 있다. 그 후 밀양박씨(密陽朴氏), 김해김씨(金海金氏), 성주배씨(星州裵氏) 순으로 입도하여 마을을 형성하였다고  한다. 다음으로 비자금마을은 월호마을회관에서 남쪽으로 약 300m 지점 해안에 있는 작은 마을로, 학이 나는 형상이라고 하고, 입도조와 마을 형성시기는 알 수 없다. 밀징포마을은 월호마을회관에서 남서쪽으로 약 400m 지점에 있는 작은 마을로, 멱진포라고도 하는데 멱(목욕)하는 포구에서 유래했다는 설과 주민들이 옹기종기 밀집하여 살았다는 설이 있으나 확실치 않다. 역시 정확한 입도조와 마을형성시기는 알 수 없다."
월호도,인문·사회 환경,인구 및 마을,인구 구성,"월호도의 인구 구성(연령, 성별)은 어때?","2021년 1월 기준 주민등록상 남자 94명, 여자 98명으로 거의 비슷하다. 다만 실제 거주자는 이보다 적다."
월호도,인문·사회 환경,주요 산업 및 경제,주요 생업,월호도 주민들은 주로 어떤 일을 하면서 살아?,"농업이 주업이었지만 김, 미역 등의 양식을 하다가 전복 등의 양식과 농업, 감성돔, 광어, 우럭 등의 양식을 하였다. "
월호도,인문·사회 환경,주요 산업 및 경제,주요 산업,"월호도의 주된 산업은 어업이야, 아니면 농업이야?",고령화로 인해 농사를 짓는 사람이 조금 더 많다.
월호도,인문·사회 환경,주요 산업 및 경제,특산물,월호도에서 나는 대표적인 특산물은 뭐야?,"과거에는 고구마가 주 생산품이었으나 지금은 거의 짓지 않고 있으며, 다른 섬과 달리 20여 년 전부터 시호를 재배하여 농가소득을 올리고 있다."
월호도,인문·사회 환경,공공 및 편의시설,주요 시설,월호도 안에 학교나 병원이 있어?,"월호도에는 병원은 없고 월호보건진료소가 있다. 1948년 2월 화정국민학교 월호분교장이 개교하였고, 1960년 4월 월호국민학교로 승격하였다. 1990년 화태국민학교 월호분교장으로 격하되었다가 폐교되었다."
월호도,인문·사회 환경,공공 및 편의시설,공공기관,"마을회관, 파출소 같은 공공시설은 어디에 위치해?",치안센터가 화정면 월호골길 19에 있다.
월호도,역사와 문화,역사적 연혁,역사,월호도의 역사에 대해 시대순으로 설명해 줘.,"조선시대 이전까지는 인근의 개도와 비슷하고 1896년(고종 33년)에 돌산군 설립 당시 화개면으로 편입되었으며, 1914년 돌산군이 폐군되고, 여수군 설립시 화개면과 옥정면이 통합하면서 화정면 월호리로 개편되었다. 1949년 여천군으로 편입되었고, 1998년 3여가 통합되면서 현재의 행정구역에 이르렀다."
